Error word & consecutive word,Corrected words & its,Annotation
பொதை மருந்து,போதை மருந்து,தட்டுப்பிழை
பொருத்தமாற்றவனாக தோன்றலாம்,பொருத்தமற்றவனாகத் தோன்றலாம்,தட்டுப்பிழை
பொருந்ததாத எதுவோ,பொருந்தாத எதுவோ,தட்டுப்பிழை
பொரும்பாலும்,பெரும்பாலும்,தட்டுப்பிழை
பொருளாத ரீதியாக பின்தங்கியவர்களுக்கு,பொருளாதார ரீதியாகப் பின்தங்கியவர்களுக்கு,தட்டுப்பிழை
பொருளாதரத்தில் முனைவர்,பொருளாதாரத்தில் முனைவர்,தட்டுப்பிழை
பொருளாதா நிபுணர்கள்,பொருளாதார நிபுணர்கள்,தட்டுப்பிழை
பொருளார் புகழேந்தியை,பொருளாளர் புகழேந்தியை,தட்டுப்பிழை
பொல் செயல்படும்,போல் செயல்படும்,தட்டுப்பிழை
பொறுப்பெற்றார்,பொறுப்பேற்றார்,தட்டுப்பிழை
பொன்றோரின் கண்டனத்,போன்றோரின் கண்டனத்,தட்டுப்பிழை
பொன்னியன் செல்வன்,பொன்னியின் செல்வன்,தட்டுப்பிழை
போக்குவரத்துறை அமைச்சகம்,போக்குவரத்துத்துறை அமைச்சகம்,தட்டுப்பிழை
போட்டியின்ற்,போட்டியின்றி,தட்டுப்பிழை
போதிப்பற்கு தாம்,போதிப்பதற்குத் தாம்,தட்டுப்பிழை
போய்யுள்ளது,போயுள்ளது,தட்டுப்பிழை
போய்யுள்ளனர் 20200422000612865,போயுள்ளனர் 20200422000612865,தட்டுப்பிழை
போரடினார்,போராடினார்,தட்டுப்பிழை
போராடுகிறாரகள்,போராடுகிறார்கள்,தட்டுப்பிழை
போராட்டாமெல்லாம்,போராட்டமெல்லாம்,தட்டுப்பிழை
போராட்ட்த்தில் ஈடுபட்டவர்களிடம்,போராட்டத்தில் ஈடுபட்டவர்களிடம்,தட்டுப்பிழை
போராளிளுக்கான வரவேற்புக்,போராளிகளுக்கான வரவேற்புக்,தட்டுப்பிழை
மகாணங்களான ஜிலின்,மாகாணங்களான ஜிலின்,தட்டுப்பிழை
மகாணத்தில் தோன்றியதாக,மாகாணத்தில் தோன்றியதாக,தட்டுப்பிழை
மகாணத்தில் வழக்கு,மாகாணத்தில் வழக்கு,தட்டுப்பிழை
மகாதேவேன்,மகாதேவன்,தட்டுப்பிழை
மடிக்கணி வசதியுடன்,மடிக்கணினி வசதியுடன்,தட்டுப்பிழை
மடுமின்றி,மட்டுமின்றி,தட்டுப்பிழை
மட்டுமெ பெற,மட்டுமே பெற,தட்டுப்பிழை
மட்டுயமல்ல தொகையை,மட்டுமல்ல தொகையை,தட்டுப்பிழை
மணிக்கவேல் மீது,மாணிக்கவேல் மீது,தட்டுப்பிழை
மண்டத்தூண்களில்,மண்டபத்தூண்களில்,தட்டுப்பிழை
மதிப்பண்ணை அதிகப்படுத்துவதற்கான,மதிப்பெண்ணை அதிகப்படுத்துவதற்கான,தட்டுப்பிழை
மதிப்பேடுகளில் பங்குபெற,மதிப்பீடுகளில் பங்குபெற,தட்டுப்பிழை
மதிப்பையுமம் கெடுக்க,மதிப்பையும் கெடுக்க,தட்டுப்பிழை
மதி்ப்பீடு என,மதிப்பீடு என,தட்டுப்பிழை
மமதா பானர்ஜி,மம்தா பானர்ஜி,தட்டுப்பிழை
மரத்தாலான அறைகன்கள்,மரத்தாலான அறைகலன்கள்,தட்டுப்பிழை
மருத்தவ நிறுவன,மருத்துவ நிறுவன,தட்டுப்பிழை
மருத்தவமனையில்,மருத்துவமனையில்,தட்டுப்பிழை
மருத்துத்துறை தலைவர்,மருத்துவத்துறை தலைவர்,தட்டுப்பிழை
மருத்துப்போக ஊசிபோட்டு,மரத்துப்போக ஊசிபோட்டு,தட்டுப்பிழை
மருத்துமவனையின்,மருத்துவமனையின்,தட்டுப்பிழை
மருத்துவக கல்லூரி,மருத்துவக் கல்லூரி,தட்டுப்பிழை
மருத்துவமனைக்க கொண்டுச் செல்லப்பட்டதாக,மருத்துவமனைக்குக் கொண்டு செல்லப்பட்டதாக,தட்டுப்பிழை
மருத்துவமனையிக் அனுமதிக்கப்பட்டுள்ளனர்,மருத்துவமனையில் அனுமதிக்கப்பட்டுள்ளனர்,தட்டுப்பிழை
மருத்துவமனைவில் பார்க்கலாம்,மருத்துவமனையில் பார்க்கலாம்,தட்டுப்பிழை
மருத்துவனையில் மதிவதனுக்கு,மருத்துவமனையில் மதிவதனுக்கு,தட்டுப்பிழை
மருந்ததகங்களில் சானிடரி,மருந்தகங்களில் சானிடரி,தட்டுப்பிழை
மருமளுக்கு இரவு,"மருமகளுக்கு,மருளுக்கு இரவு",தட்டுப்பிழை
மர்மான முறையில்,மர்மமான முறையில்,தட்டுப்பிழை
மலயுத்த விராங்கனை,மல்யுத்த வீராங்கனை,தட்டுப்பிழை
மறுத்தைத்தொடர்ந்து,மறுத்ததைத்தொடர்ந்து,தட்டுப்பிழை
மறும் மஜத,மற்றும் மஜத,தட்டுப்பிழை
மற்றிம் தடுப்பு,மற்றும் தடுப்பு,தட்டுப்பிழை
மற்றும மாணவர்களும்,மற்றும் மாணவர்களும்,தட்டுப்பிழை
மனங்களைக கவர்ந்தார்,மனங்களைக் கவர்ந்தார்,தட்டுப்பிழை
மனமோகன் சிங்,மன்மோகன் சிங்,தட்டுப்பிழை
மனிதாபிமானற்ற,மனிதாபிமானமற்ற,தட்டுப்பிழை
மனிதாபிமானற்றவர்களே,மனிதாபிமானமற்றவர்களே,தட்டுப்பிழை
மனையியுடன் வசித்த,மனைவியுடன் வசித்த,தட்டுப்பிழை
மாகாராஷ்டிரா அரசியல்,மகாராஷ்டிரா அரசியல்,தட்டுப்பிழை
மாகாராஷ்ட்ராவின்,மகாராஷ்ட்ராவின்,தட்டுப்பிழை
மாசுக்களை,மாசுகளை,தட்டுப்பிழை
மாணவாகள் தங்கள்,மாணவர்கள் தங்கள்,தட்டுப்பிழை
மாண்பிமிகு பிரதமர்,மாண்புமிகு பிரதமர்,தட்டுப்பிழை
மாண்வர்களின் தனிப்பட்ட,மாணவர்களின் தனிப்பட்ட,தட்டுப்பிழை
மாதஙகளில் கோட்சேவுக்கும்,மாதங்களில் கோட்சேவுக்கும்,தட்டுப்பிழை
மாதங்களில விசாரணையை,மாதங்களில் விசாரணையை,தட்டுப்பிழை
மாததிற்கு ரத்து,மாதத்திற்கு ரத்து,தட்டுப்பிழை
மாதாந்தர செலவுகள்,மாதாந்திர செலவுகள்,தட்டுப்பிழை
மாநகராட்சயின் கீழ்,மாநகராட்சியின் கீழ்,தட்டுப்பிழை
மாநாகராட்சி அந்த,மாநகராட்சி அந்த,தட்டுப்பிழை
மாநிலஙகள்,மாநிலங்கள்,தட்டுப்பிழை
மாநிலங்களைவையில் இன்று,மாநிலங்களவையில் இன்று,தட்டுப்பிழை
மாநிலங்களைவையில் திமுக,மாநிலங்களவையில் திமுக,தட்டுப்பிழை
மாநிலத்தலவர்,மாநிலத்தலைவர்,தட்டுப்பிழை
மாநிலத்தல் வறுமையே,மாநிலத்தில் வறுமையே,தட்டுப்பிழை
மாமூலுக்காவே ஒரு,மாமூலுக்காகவே ஒரு,தட்டுப்பிழை
மாவட்டங்களிலம் இன்று,மாவட்டங்களில் இன்று,தட்டுப்பிழை
மாறகாக கோபத்தின்,மாறாகக் கோபத்தின்,தட்டுப்பிழை
மாறிவுள்ள நிலையில்,மாறியுள்ள நிலையில்,தட்டுப்பிழை
மாற்றபபடுகிறார்,மாற்றப்படுகிறார்,தட்டுப்பிழை
மாற்றப்பட்டள்ளது,மாற்றப்பட்டுள்ளது,தட்டுப்பிழை
மாற்றியதுது தேவஸ்தானம்,மாற்றியது தேவஸ்தானம்,தட்டுப்பிழை
மானாவரி நிலங்களைக்,மானாவாரி நிலங்களைக்,தட்டுப்பிழை
மீ்ட்டெடுக்க பிரதமர்,மீட்டெடுக்க பிரதமர்,தட்டுப்பிழை
முகாமகளும் ஒத்திவைக்கப்பட்டுள்ளதாக,முகாம்களும் ஒத்திவைக்கப்பட்டுள்ளதாக,தட்டுப்பிழை
முக்கியவத்துவம் குடுங்க,முக்கியத்துவம் குடுங்க,தட்டுப்பிழை
முக்கிய் சாராம்சம்,முக்கிய சாராம்சம்,தட்டுப்பிழை
முடிவைகளை,முடிவுகளை,தட்டுப்பிழை
முதமைச்சர் அவர்களிடமும்,முதலமைச்சர் அவர்களிடமும்,தட்டுப்பிழை
முதலைமைச்சர்,முதலமைச்சர்,தட்டுப்பிழை
முதல்வாரகப் பதவி,முதல்வராகப் பதவி,தட்டுப்பிழை
முத்தலீடு வருமானம்,முதலீடு வருமானம்,தட்டுப்பிழை
முந்தையை காங்கிரஸ்,முந்தைய காங்கிரஸ்,தட்டுப்பிழை
முந்தையை சம்பவத்தை,முந்தைய சம்பவத்தை,தட்டுப்பிழை
முயலவது எனது,முயல்வது எனது,தட்டுப்பிழை
முயற்சிதாகவும் முயற்சிகள்,முயற்சியாகவும் முயற்சிகள்,தட்டுப்பிழை
முரண்பாடில் துவங்கிய,முரண்பாட்டில் துவங்கிய,தட்டுப்பிழை
முழவதும் வட்டியில்,முழுவதும் வட்டியில்,தட்டுப்பிழை
முழவதும் வியாழக்கிழமை,முழுவதும் வியாழக்கிழமை,தட்டுப்பிழை
முறிடியத்த,முறியடித்த,தட்டுப்பிழை
முறையிடதன் பயனாக,முறையிட்டதன் பயனாக,தட்டுப்பிழை
முனபே இந்த,முன்பே இந்த,தட்டுப்பிழை
முன்காட்டியே அவர்களை,முன்கூட்டியே அவர்களை,தட்டுப்பிழை
முன்பெப்போதும் சந்தித்திராத,முன்னெப்போதும் சந்தித்திராத,தட்டுப்பிழை
முன்னெடுத்தவருகின்றனர்,முன்னெடுத்துவருகின்றனர்,தட்டுப்பிழை
முன்னெற்றம் அடைந்து,முன்னேற்றம் அடைந்து,தட்டுப்பிழை
முன்னோடியாவும்,முன்னோடியாகவும்,தட்டுப்பிழை
மு்டிந்த,முடிந்த,தட்டுப்பிழை
மு்தியோர் இல்லத்தை,முதியோர் இல்லத்தை,தட்டுப்பிழை
மு்துநிலை ஆசிரியர்களுக்கான,முதுநிலை ஆசிரியர்களுக்கான,தட்டுப்பிழை
மு்ஸ்லிம் அமைப்புகள்,முஸ்லிம் அமைப்புகள்,தட்டுப்பிழை
மூடப்படும்போழுது,மூடப்படும்பொழுது,தட்டுப்பிழை
மூதாட்டு மனு தாக்கல்,மூதாட்டி மனுத் தாக்கல்,தட்டுப்பிழை
மூனறு பேர்,மூன்று பேர்,தட்டுப்பிழை
மெய்ஞானிகளின் பக்தி,மெய்ஞ்ஞானிகளின் பக்தி,தட்டுப்பிழை
மெய்ம்மறந்து கேட்கும்,மெய்மறந்து கேட்கும்,தட்டுப்பிழை
மென்மேலும் மெருகு,மேன்மேலும் மெருகு,தட்டுப்பிழை
மேதமையைக் கொண்டாடப்,மேதைமையைக் கொண்டாடப்,தட்டுப்பிழை
மேப்படுத்துதல்,மேம்படுத்துதல்,தட்டுப்பிழை
மேம்பாடுத்துதல்,மேம்படுத்துதல்,தட்டுப்பிழை
மேலாளார் மாணவர்களை,மேலாளர் மாணவர்களை,தட்டுப்பிழை
மேலேழுந்திருக்கிறது திராவிடம்,மேலெழுந்திருக்கிறது திராவிடம்,தட்டுப்பிழை
மேற்கவங்கத்திற்கு 710,மேற்குவங்கத்திற்கு 710,தட்டுப்பிழை
மேற்கு வங்கதத்தை தலைமையிடமாக,மேற்கு வங்கத்தை தலைமையிடமாக,தட்டுப்பிழை
மேற்கொள்ளப்பமட்ட மிக,மேற்கொள்ளப்பட்ட மிக,தட்டுப்பிழை
மைல்கல்களில் ஏற்படும்,மைல்கற்களில் ஏற்படும்,தட்டுப்பிழை
மோதியத விசாரணையில்,மோதியதில் விசாரணையில்,தட்டுப்பிழை
யாழ்ப்பணத்திலுள்ள தனது,யாழ்ப்பாணத்திலுள்ள தனது,தட்டுப்பிழை
யிடம் உதவித்,விடம் உதவித்,தட்டுப்பிழை
யெட்சூரி போராட்டத்தில்,யெச்சூரி போராட்டத்தில்,தட்டுப்பிழை
ரசலீலைகளும் நினைவுக்கு,ராசலீலைகளும் நினைவுக்கு,தட்டுப்பிழை
ரசிகர்ளுக்கு நடிகர்,ரசிகர்களுக்கு நடிகர்,தட்டுப்பிழை
ரசித்ததேடு,ரசித்ததோடு,தட்டுப்பிழை
ரசியத்தை வெளியிட்ட,ரகசியத்தை வெளியிட்ட,தட்டுப்பிழை
ரசீதியில் உள்ள,ரசீதில் உள்ள,தட்டுப்பிழை
ரையில் நிலையத்தில்,ரயில் நிலையத்தில்,தட்டுப்பிழை
ரோட்டரி கம்யூட்டி சென்டர்,ரோட்டரி கம்யூனிட்டி சென்டர்,தட்டுப்பிழை
வகுக்கபப்படாத நியதி,வகுக்கப்படாத நியதி,தட்டுப்பிழை
வகைகயான இந்த,வகையான இந்த,தட்டுப்பிழை
வகையாகவுவோ,வகையாகவோ,தட்டுப்பிழை
வங்கதேசச்தில் மதச்சிறுபான்மை,வங்கதேசத்தில் மதச்சிறுபான்மை,தட்டுப்பிழை
வடிவமைக்கப்பட்டள்ளதாக தகவல்,வடிவமைக்கப்பட்டுள்ளதாகத் தகவல்,தட்டுப்பிழை
வடிவமைப்ப்பின் மூலம்,வடிவமைப்பின் மூலம்,தட்டுப்பிழை
வட்டராகங்கள் இந்த,வட்டாரங்கள் இந்த,தட்டுப்பிழை
வணங்கவது வழக்கம்,"வணங்குவது,வணங்காது வழக்கம்",தட்டுப்பிழை
வண்ணாமாக்கோலங்களும்,வண்ணமாக்கோலங்களும்,தட்டுப்பிழை
வந்ததார் திருமாவளவன்,வந்தார் திருமாவளவன்,தட்டுப்பிழை
வரப்படுமானாமல்,வரப்படுமானால்,தட்டுப்பிழை
வரிசயாக இடத்தை,வரிசையாக இடத்தை,தட்டுப்பிழை
வருகின்றனர,வருகின்றனர்,தட்டுப்பிழை
வருங்கலங்களின்,வருங்காலங்களின்,தட்டுப்பிழை
வருடங்களுக்க்கு மேல்,வருடங்களுக்கு மேல்,தட்டுப்பிழை
வருத்ததை ஏற்படுத்தியுள்ளது,வருத்தத்தை ஏற்படுத்தியுள்ளது,தட்டுப்பிழை
வருந்தியவ்ர,வருந்தியவர்,தட்டுப்பிழை
வருவத்தோடு தாய்ப்பால்,வருவதோடு தாய்ப்பால்,தட்டுப்பிழை
வருவபர்கள் இங்கு,வருபவர்கள் இங்கு,தட்டுப்பிழை
வரையறுகக்குமா இந்த,வரையறுக்குமா இந்த,தட்டுப்பிழை
வரையறைத்துள்ளதில் மதச்சார்பற்ற,வரையறுத்துள்ளதில் மதச்சார்பற்ற,தட்டுப்பிழை
வர்க்கத்துடனனான தொடர்புகள்,வர்க்கத்துடனான தொடர்புகள்,தட்டுப்பிழை
வலியுறுத்தியுவருகின்றனர்,வலியுறுத்திவருகின்றனர்,தட்டுப்பிழை
வழங்கப்பபட்டது,வழங்கப்பட்டது,தட்டுப்பிழை
வழிமுறைகளாகக் அறியப்பட்டுள்ளன,வழிமுறைகளாக அறியப்பட்டுள்ளன,தட்டுப்பிழை
வழிவகிக்கும்,வழிவகுக்கும்,தட்டுப்பிழை
வழிவகுகிறது,வழிவகுக்கிறது,தட்டுப்பிழை
வளங்களையுடய,வளங்களையுடைய,தட்டுப்பிழை
வளர்சிக்காக எடுக்க,வளர்ச்சிக்காக எடுக்க,தட்டுப்பிழை
வளர்ந்த்தாக நீங்கள்,வளர்ந்ததாக நீங்கள்,தட்டுப்பிழை
வளாககங்களில் உள்ள,வளாகங்களில் உள்ள,தட்டுப்பிழை
வளைர்ச்சியை அடைய,வளர்ச்சியை அடைய,தட்டுப்பிழை
வற்றுபுறுத்தி வருகிறது,வற்புறுத்தி வருகிறது,தட்டுப்பிழை
வனவிலகுகளுக்கும்,வனவிலங்குகளுக்கும்,தட்டுப்பிழை
வனவிலங்குககள் வருவது,வனவிலங்குகள் வருவது,தட்டுப்பிழை
வாக்களார் பட்டியல்,வாக்காளர் பட்டியல்,தட்டுப்பிழை
வாக்குவித்தியாசதில்,வாக்குவித்தியாசத்தில்,தட்டுப்பிழை
வாக்குறிதியைக் கொடுக்க,வாக்குறுதியைக் கொடுக்க,தட்டுப்பிழை
வாயேடுத்தான் சுதேஷ்,வாயெடுத்தான் சுதேஷ்,தட்டுப்பிழை
வாய்ப்க்களை உருவாக்குவதே,வாய்ப்புக்களை உருவாக்குவதே,தட்டுப்பிழை
வாய்ய்பு இல்லை,வாய்ப்பு இல்லை,தட்டுப்பிழை
வாரங்களுக்கத் தடுத்து,வாரங்களுக்குத் தடுத்து,தட்டுப்பிழை
வார்தைக்குப் பதிலாக,வார்த்தைக்குப் பதிலாக,தட்டுப்பிழை
வாழந்த டைனோசர்களின்,வாழ்ந்த டைனோசர்களின்,தட்டுப்பிழை
வாழ்கை நடத்த,வாழ்க்கை நடத்த,தட்டுப்பிழை
வாழ்கைகயையும்,வாழ்கையையும்,தட்டுப்பிழை
வாழ்வாதரங்களும் வழிபாட்டுத்தலங்களும்,வாழ்வாதாரங்களும் வழிபாட்டுத்தலங்களும்,தட்டுப்பிழை
வாழ்வாதரத்தை ஏற்படுத்திக்,வாழ்வாதாரத்தை ஏற்படுத்திக்,தட்டுப்பிழை
வாழ்வாதரமான,வாழ்வாதாரமான,தட்டுப்பிழை
வாழ்வியலகளையே,வாழ்வியல்களையே,தட்டுப்பிழை
விசாலாமடையும்,விசாலமடையும்,தட்டுப்பிழை
விடிவிக்கலாமா அந்த,விடுவிக்கலாமா அந்த,தட்டுப்பிழை
விண்ணப்பித்திலேயே தேர்வு,விண்ணப்பத்திலேயே தேர்வு,தட்டுப்பிழை
விதிகளுக்குட்ப்ட்டு தனியார்,விதிகளுக்குட்பட்டு தனியார்,தட்டுப்பிழை
வித்தித்துள்ளதாக செய்திகள்,விதித்துள்ளதாக செய்திகள்,தட்டுப்பிழை
வித்யாசகரின் சிலை,வித்யாசாகரின் சிலை,தட்டுப்பிழை
வித்யாசகரின் புகைப்படமே,வித்யாசாகரின் புகைப்படமே,தட்டுப்பிழை
வித்யாசகர் சிலையை,வித்யாசாகர் சிலையை,தட்டுப்பிழை
வித்யாலயாவின் தரத்துடன்,வித்தியாலயாவின் தரத்துடன்,தட்டுப்பிழை
விமர்சங்கள் அவசியம்,விமர்சனங்கள் அவசியம்,தட்டுப்பிழை
விமர்ச்சிக்க சீமான்,விமர்சிக்க சீமான்,தட்டுப்பிழை
விமாகப்படை நன்கொடையாக,விமானப்படை நன்கொடையாக,தட்டுப்பிழை
விமானகளில் பயணிக்க,விமானிகளில் பயணிக்க,தட்டுப்பிழை
விமோச்சனம் கிடைக்கும்,விமோசனம் கிடைக்கும்,தட்டுப்பிழை
விரிசலையடையச் செய்துள்ளது,விரிசலடையச் செய்துள்ளது,தட்டுப்பிழை
விரித்தாளர் ஹேண்ட்கே,விருதாளர் ஹேண்ட்கே,தட்டுப்பிழை
விரிவுபடுத்தபடுத்தப்பட வேண்டும்,விரிவுபடுத்தப்பட வேண்டும்,தட்டுப்பிழை
விரும்பமில்லை,விரும்பவில்லை,தட்டுப்பிழை
விலகவதாக அவர்,விலகுவதாக அவர்,தட்டுப்பிழை
விவசாயின் காய்கறி,விவசாயியின் காய்கறி,தட்டுப்பிழை
விவாகரம் தொடர்பாக,விவகாரம் தொடர்பாக,தட்டுப்பிழை
விவாகாரத்தில் துரோகம்,விவகாரத்தில் துரோகம்,தட்டுப்பிழை
விவாகாரம்,விவகாரம்,தட்டுப்பிழை
விவாகாரம் பங்குச்சந்தை,விவகாரம் பங்குச்சந்தை,தட்டுப்பிழை
விவாவத்தின் போது,விவாதத்தின் போது,தட்டுப்பிழை
விவேகனந்தா கல்லூரி,விவேகானந்தா கல்லூரி,தட்டுப்பிழை
விழுந்தடிந்துக்கொண்டு அவரின்,விழுந்தடித்துக்கொண்டு அவரின்,தட்டுப்பிழை
விளங்குபர்கள்,விளங்குபவர்கள்,தட்டுப்பிழை
விளையாடியக் கொண்டிருந்தபோது,விளையாடிக் கொண்டிருந்தபோது,தட்டுப்பிழை
வினவாகவோ,வினாவாகவோ,தட்டுப்பிழை
வினையாற்றுவே நான்,வினையாற்றவே நான்,தட்டுப்பிழை
விஜய்காந்த்,விஜயகாந்த்,தட்டுப்பிழை
வீசுல் மணல்,வீசும் மணல்,தட்டுப்பிழை
வீட்டிற்க்கு வந்து,வீட்டிற்கு வந்து,தட்டுப்பிழை
வீட்டுகக்கு சீக்கிரம்,வீட்டுக்குச் சீக்கிரம்,தட்டுப்பிழை
வீட்டுகக்கு வந்தார்,வீட்டுக்கு வந்தார்,தட்டுப்பிழை
வீதிவுலா வருவார்,வீதியுலா வருவார்,தட்டுப்பிழை
வீரவணக்கும் செலுத்தி,வீரவணக்கம் செலுத்தி,தட்டுப்பிழை
வீர்ர்களைக் கைது,வீரர்களைக் கைது,தட்டுப்பிழை
வெயிடும் என,வெளியிடும் என,தட்டுப்பிழை
வெலையெல்லாம் பார்க்கிறான்,வேலையெல்லாம் பார்க்கிறான்,தட்டுப்பிழை
வெளிடப்படுகின்றன,வெளியிடப்படுகின்றன,தட்டுப்பிழை
வெளிட்ட அவர்,வெளியிட்ட அவர்,தட்டுப்பிழை
வெளிப்படுத்தினாலும அவருடைய,வெளிப்படுத்தினாலும் அவருடைய,தட்டுப்பிழை
வெளியட மறுத்து,வெளியிட மறுத்து,தட்டுப்பிழை
வெளியாவுதும்,வெளியாவதும்,தட்டுப்பிழை
வெளியிட்டப்பட்டன,வெளியிடப்பட்டன,தட்டுப்பிழை
வெளியிட்டப்பட்டுள்ளது,வெளியிடப்பட்டுள்ளது,தட்டுப்பிழை
வெளியிட்டுருந்தார்,வெளியிட்டிருந்தார்,தட்டுப்பிழை
வெளியிட்ட்ட,வெளியிட்ட,தட்டுப்பிழை
வெளியிறவு அமைச்சர்,வெளியுறவு அமைச்சர்,தட்டுப்பிழை
வெளியீட்டுக் மற்றும்,வெளியீட்டு மற்றும்,தட்டுப்பிழை
வெளியுறவுத் அமைச்சரான,வெளியுறவு அமைச்சரான,தட்டுப்பிழை
வெளியேயுமான ஒரு,வெளியுமான ஒரு,தட்டுப்பிழை
வெளிய்நாட்டமைச்சர்,வெளிநாட்டமைச்சர்,தட்டுப்பிழை
வெள்ளாடுக்குட்டிகள்,வெள்ளாட்டுக்குட்டிகள்,தட்டுப்பிழை
வெற்றினால் நாடாளுமன்றம்,வெற்றியினால் நாடாளுமன்றம்,தட்டுப்பிழை
வேணடும்,வேண்டும்,தட்டுப்பிழை
வேண்டிடமென்ற உள்ளுணர்வு,வேண்டிடுமென்ற உள்ளுணர்வு,தட்டுப்பிழை
வேண்டிதாயிற்று,வேண்டியதாயிற்று,தட்டுப்பிழை
வேண்டியப்பட்டவர்களை,வேண்டப்பட்டவர்களை,தட்டுப்பிழை
வேண்டும்ய மாற்றுத்திறனாளிகள்,வேண்டும் மாற்றுத்திறனாளிகள்,தட்டுப்பிழை
வேததத்தைக் கொண்டு,வேதத்தைக் கொண்டு,தட்டுப்பிழை
வேதனையுடன்ன்று,வேதனையுடன்,தட்டுப்பிழை
வேதியல் பொருட்களை,வேதியியல் பொருட்களை,தட்டுப்பிழை
வேரோடு சாய்க்கமால்,வேரோடு சாய்க்காமல்,தட்டுப்பிழை
வேலாயுதம்பாளையும்,வேலாயுதம்பாளையம்,தட்டுப்பிழை
வேலைபாடுகளுக்கு மிகவும்,வேலைப்பாடுகளுக்கு மிகவும்,தட்டுப்பிழை
வேலைவாய்ய்ப்பு அருகிவரும்,வேலைவாய்ப்பு அருகிவரும்,தட்டுப்பிழை
வைக்கப்ட்டிருந்தமை விசேட,வைக்கப்பட்டிருந்தமை விசேட,தட்டுப்பிழை
வைக்கப்படிருந்தன,வைக்கப்பட்டிருந்தன,தட்டுப்பிழை
வைத்தி கொண்டு,வைத்துக் கொண்டு,தட்டுப்பிழை
வைத்திருக வேண்டும்,வைத்திருக்க வேண்டும்,தட்டுப்பிழை
வைத்திருக்கிருக்கும் கோரிக்கை,வைத்திருக்கும் கோரிக்கை,தட்டுப்பிழை
ஜராவதம் மகாதேவன்,ஐராவதம் மகாதேவன்,தட்டுப்பிழை
ஜானதிபதி,ஜனாதிபதி,தட்டுப்பிழை
ஜானதிபதி மைத்திரிபால,ஜனாதிபதி மைத்திரிபால,தட்டுப்பிழை
ஸ்டாலிக்கு கடிதம்,ஸ்டாலினுக்குக் கடிதம்,தட்டுப்பிழை
ஸ்வரஸ்யமா இருக்கும்,ஸ்வாரஸ்யமா இருக்கும்,தட்டுப்பிழை
ெகாடுத்துள்ளது,கொடுத்துள்ளது,தட்டுப்பிழை
முல்லைத்தீவீல் றிசாத்,முல்லைத்தீவில் றிசாத்,தட்டுப்பிழை
முழ்ன்மொழியப்படும்,முன்மொழியப்படும்,தட்டுப்பிழை
மென்மேலும் அதிகரிக்கச்,மேன்மேலும் அதிகரிக்கச்,தட்டுப்பிழை
மேம்பாட்டுத் அமைச்சகம்,மேம்பாட்டு அமைச்சகம்,தட்டுப்பிழை
மேல்முறையீட்டுக்கப் பின்னர்,மேல்முறையீட்டுக்குப் பின்னர்,தட்டுப்பிழை
மேற்ப்பட்ட பக்தர்கள்,மேற்பட்ட பக்தர்கள்,தட்டுப்பிழை
மேற்ப்பட்ட மொழிகள்,மேற்பட்ட மொழிகள்,தட்டுப்பிழை
மேற்றுபட்ட மாணவர்களுக்கு,மேற்பட்ட மாணவர்களுக்கு,தட்டுப்பிழை
மைதாந்த்திற்கு மறுபெயரிடப்பட்டது,மைதானத்திற்கு மறுபெயரிடப்பட்டது,தட்டுப்பிழை
மொழித் சார்ந்த,மொழி சார்ந்த,தட்டுப்பிழை
மோசமகும்போது,மோசமாகும்போது,தட்டுப்பிழை
மோசமாகிக் இறந்துள்ளார்,மோசமாகி இறந்துள்ளார்,தட்டுப்பிழை
யூகித்திள்ளனர்,யூகித்துள்ளனர்,தட்டுப்பிழை
வசதிற்கேற்ப,வசதிக்கேற்ப,தட்டுப்பிழை
வணிகரீதியான் அனைத்துச்,வணிகரீதியான அனைத்துச்,தட்டுப்பிழை
வருக்கின்றனர்,வருகின்றனர்,தட்டுப்பிழை
வர்ணகளும் அமைப்புகளும்,வர்ணங்களும் அமைப்புகளும்,தட்டுப்பிழை
வழங்கப்படதாது பக்தர்களின்,வழங்கப்படாதது பக்தர்களின்,தட்டுப்பிழை
வழிககாட்டி ஒருவருக்கும்,வழிகாட்டி ஒருவருக்கும்,தட்டுப்பிழை
வாகனதிற்குள் சென்று,வாகனத்திற்குள் சென்று,தட்டுப்பிழை
விச்வநாதன்,விசுவநாதன்,தட்டுப்பிழை
விண்ணபிக்க வேண்டும்,விண்ணப்பிக்க வேண்டும்,தட்டுப்பிழை
விண்ணப்பங்ளுக்கு,விண்ணப்பங்களுக்கு,தட்டுப்பிழை
விண்ணப்பத்தர்களிடம்,விண்ணப்பத்தார்களிடம்,தட்டுப்பிழை
விண்ணப்பிக்கும்மாறு,விண்ணப்பிக்குமாறு,தட்டுப்பிழை
விண்ணப்பிதற்கான,விண்ணப்பிப்பதற்கான,தட்டுப்பிழை
விதித்ருந்தது,"விதித்திருந்தது,",தட்டுப்பிழை
விமர்ச்சித்துள்ளார்,விமர்சித்துள்ளார்,தட்டுப்பிழை
விழுங்ககி விடும்,விழுங்கி விடும்,தட்டுப்பிழை
விளையடவில்லை,விளையாடவில்லை,தட்டுப்பிழை
விஷயத்திறகுத் தகுந்தாற்போல்,விஷயத்திற்குத் தகுந்தாற்போல்,தட்டுப்பிழை
நூற்றாணடுக்கும்,நூற்றாண்டுக்கும்,தட்டுப்பிழை
